Year	Time of Day	Vehicle	Notes	Units	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday
2019	10:00 to 11:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	157.0	153.9	155.4	158.1	165.8	146.4	113.2
2019	11:00 to 12:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	157.6	154.7	157.8	160.4	174.4	157.0	131.0
2019	12:00 to 13:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	158.1	156.8	160.3	164.1	182.4	157.3	138.4
2019	13:00 to 14:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	157.8	158.1	162.2	165.2	186.6	148.4	132.7
2019	14:00 to 15:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	168.5	171.4	176.1	179.5	200.3	137.7	126.5
2019	15:00 to 16:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	195.5	200.8	205.8	209.0	219.9	130.6	124.7
2019	16:00 to 17:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	214.4	219.5	224.2	224.6	215.9	128.3	121.7
2019	17:00 to 18:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	193.9	199.2	204.1	205.8	189.8	121.0	108.2
2019	18:00 to 19:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	139.6	148.0	152.9	157.9	147.2	102.0	93.1
2019	19:00 to 20:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	90.4	95.8	100.7	107.4	105.1	78.4	74.8
2019	20:00 to 21:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	58.5	61.5	65.6	71.6	70.1	54.9	56.3
2019	21:00 to 22:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	40.6	43.2	45.7	50.5	49.0	42.2	39.2
2019	22:00 to 23:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	26.6	30.0	32.0	34.7	37.4	36.7	26.0
2019	23:00 to 00:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	15.8	17.9	19.1	21.9	27.6	30.6	17.0
2019	00:00 to 01:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	20.2	31.4	33.4	34.0	34.8	30.2	15.9
2019	01:00 to 02:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.9	30.7	32.7	33.5	34.1	28.8	13.9
2019	02:00 to 03:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	21.8	32.5	34.2	35.2	35.6	28.4	12.9
2019	03:00 to 04:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	29.2	39.4	41.1	42.2	41.9	30.5	13.5
2019	04:00 to 05:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	49.4	57.5	59.0	60.3	58.9	36.4	15.7
2019	05:00 to 06:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	89.9	94.7	97.3	98.0	95.6	45.7	19.3
2019	06:00 to 07:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	149.1	155.6	158.7	160.7	156.0	61.2	26.8
2019	07:00 to 08:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	185.2	191.6	197.5	199.9	196.5	77.0	34.3
2019	08:00 to 09:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	198.6	203.0	207.1	209.0	205.9	83.4	40.3
2019	09:00 to 10:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	204.9	209.7	213.8	214.9	209.8	85.5	46.1
2019	10:00 to 11:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	203.4	208.7	211.4	213.3	209.8	85.2	51.2
2019	11:00 to 12:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	205.5	209.7	212.8	215.1	211.5	82.4	54.8
2019	12:00 to 13:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	201.6	206.5	209.4	212.0	206.5	78.1	55.3
2019	13:00 to 14:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	201.9	207.6	211.3	213.4	203.4	72.2	54.6
2019	14:00 to 15:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	204.6	210.2	213.8	216.4	199.5	66.9	53.7
2019	15:00 to 16:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	196.6	199.8	203.9	205.2	182.6	62.4	53.3
2019	16:00 to 17:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	169.1	169.7	172.6	173.4	150.5	57.5	52.4
2019	17:00 to 18:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	126.4	127.2	130.1	131.2	115.3	51.6	50.4
2019	18:00 to 19:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	95.7	98.1	101.4	103.5	89.8	44.3	46.9
2019	19:00 to 20:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	72.2	74.7	77.2	79.6	70.9	35.4	41.6
2019	20:00 to 21:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	57.1	58.4	60.8	62.7	56.3	28.1	35.6
2019	21:00 to 22:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	46.1	47.0	48.9	50.5	45.4	23.2	29.3
2019	22:00 to 23:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	38.7	39.6	41.3	42.3	38.1	20.3	24.2
2019	23:00 to 00:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	34.5	35.5	37.1	37.7	33.1	18.0	21.9
2020	00:00 to 01:00	Cars and Taxis	[note 1] [note 2]	Index number	9.6	9.3	9.8	10.1	11.0	16.4	18.7
2020	01:00 to 02:00	Cars and Taxis	[note 1] [note 2]	Index number	5.5	5.4	5.8	5.7	6.4	9.8	11.2
2020	02:00 to 03:00	Cars and Taxis	[note 1] [note 2]	Index number	4.2	4.2	4.5	4.4	4.7	6.8	7.4
2020	03:00 to 04:00	Cars and Taxis	[note 1] [note 2]	Index number	5.3	4.8	5.0	5.0	5.3	6.1	6.0
2020	04:00 to 05:00	Cars and Taxis	[note 1] [note 2]	Index number	11.1	9.7	9.6	9.6	9.6	7.7	6.3
2020	05:00 to 06:00	Cars and Taxis	[note 1] [note 2]	Index number	37.4	35.4	35.1	34.6	33.1	18.3	12.8
2020	06:00 to 07:00	Cars and Taxis	[note 1] [note 2]	Index number	88.2	88.7	87.5	86.0	79.9	34.4	23.4
2020	07:00 to 08:00	Cars and Taxis	[note 1] [note 2]	Index number	161.8	165.9	164.1	161.6	149.9	58.6	35.8
2020	08:00 to 09:00	Cars and Taxis	[note 1] [note 2]	Index number	176.7	182.5	182.2	181.4	172.0	92.9	51.3
2020	09:00 to 10:00	Cars and Taxis	[note 1] [note 2]	Index number	138.5	140.7	141.3	142.5	144.1	132.1	91.0
2020	10:00 to 11:00	Cars and Taxis	[note 1] [note 2]	Index number	141.0	137.8	139.8	142.1	153.1	169.7	139.5
2020	11:00 to 12:00	Cars and Taxis	[note 1] [note 2]	Index number	151.5	146.3	149.1	151.5	168.6	192.6	169.5
2020	12:00 to 13:00	Cars and Taxis	[note 1] [note 2]	Index number	157.8	153.1	156.8	159.7	181.4	199.8	183.0
2020	13:00 to 14:00	Cars and Taxis	[note 1] [note 2]	Index number	159.6	156.1	160.2	163.0	186.4	194.4	181.0
2020	14:00 to 15:00	Cars and Taxis	[note 1] [note 2]	Index number	170.0	168.1	173.1	175.1	197.9	186.2	175.0
2020	15:00 to 16:00	Cars and Taxis	[note 1] [note 2]	Index number	187.5	189.1	193.3	195.4	217.1	175.8	167.6
2020	16:00 to 17:00	Cars and Taxis	[note 1] [note 2]	Index number	206.9	212.4	214.0	215.3	223.1	168.1	157.7
2020	17:00 to 18:00	Cars and Taxis	[note 1] [note 2]	Index number	205.8	212.9	214.9	214.8	212.7	155.0	136.0
2020	18:00 to 19:00	Cars and Taxis	[note 1] [note 2]	Index number	147.9	155.2	158.0	160.7	167.6	128.1	115.5
2020	19:00 to 20:00	Cars and Taxis	[note 1] [note 2]	Index number	100.6	105.6	108.9	112.8	121.4	97.9	93.5
2020	20:00 to 21:00	Cars and Taxis	[note 1] [note 2]	Index number	70.6	73.7	76.4	79.5	84.8	71.9	71.1
2020	21:00 to 22:00	Cars and Taxis	[note 1] [note 2]	Index number	50.1	52.8	54.8	56.6	60.5	54.1	49.7
2020	22:00 to 23:00	Cars and Taxis	[note 1] [note 2]	Index number	33.0	36.0	37.9	38.9	44.6	42.9	32.0
2020	23:00 to 00:00	Cars and Taxis	[note 1] [note 2]	Index number	17.0	18.2	19.5	20.6	27.8	29.5	17.7
2020	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	9.5	9.1	9.6	10.3	11.6	15.9	18.6
2020	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	6.4	6.4	6.6	6.9	7.8	10.5	12.2
2020	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	5.7	5.7	5.9	6.1	6.7	7.8	8.6
2020	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	7.7	7.1	7.0	7.3	7.7	7.3	7.3
2020	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	16.2	13.2	12.8	13.0	12.6	9.0	7.5
2020	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	46.8	41.0	39.6	39.2	36.5	17.7	11.5
2020	06:00 to 07:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	120.0	118.6	115.6	113.9	105.7	36.2	19.4
2020	07:00 to 08:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	210.8	215.7	211.6	207.9	194.7	66.3	32.3
2020	08:00 to 09:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	216.8	221.5	218.4	217.0	205.5	95.8	48.3
2020	09:00 to 10:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	176.8	178.8	177.6	177.6	174.4	123.5	79.2
2020	10:00 to 11:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	163.0	161.7	161.3	163.1	170.5	145.4	109.7
2020	11:00 to 12:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	164.9	163.4	165.2	167.6	180.3	157.3	128.8
2020	12:00 to 13:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	166.3	165.8	168.7	171.1	188.5	158.0	136.2
2020	13:00 to 14:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	166.1	168.1	170.4	172.9	193.5	149.4	131.6
2020	14:00 to 15:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	178.0	181.4	184.5	186.0	207.0	140.1	125.7
2020	15:00 to 16:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	203.8	210.2	212.4	213.5	225.4	132.9	122.1
2020	16:00 to 17:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	221.0	229.2	229.3	228.1	219.7	128.2	116.4
2020	17:00 to 18:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	193.7	201.4	201.9	202.1	188.7	117.5	101.6
2020	18:00 to 19:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	134.9	143.5	145.0	148.2	142.7	96.5	86.4
2020	19:00 to 20:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	87.3	93.0	95.4	100.1	99.7	73.3	69.2
2020	20:00 to 21:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	56.7	59.9	62.0	66.0	65.6	51.4	51.2
2020	21:00 to 22:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	38.2	40.7	42.3	45.2	45.1	38.7	35.1
2020	22:00 to 23:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	24.7	27.7	28.9	30.5	33.2	32.0	22.8
2020	23:00 to 00:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	14.4	16.1	17.0	18.7	23.5	25.2	14.4
2020	00:00 to 01:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	19.5	31.0	32.2	32.7	32.9	28.4	14.4
2020	01:00 to 02:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	19.5	30.8	31.6	32.4	32.5	27.3	12.8
2020	02:00 to 03:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	21.4	32.7	33.4	34.2	34.0	27.4	12.3
2020	03:00 to 04:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	28.1	39.1	39.7	40.5	39.7	29.2	13.0
2020	04:00 to 05:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	47.4	57.0	57.5	58.4	56.4	35.5	15.4
2020	05:00 to 06:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	86.9	94.4	94.4	95.2	91.3	44.4	19.0
2020	06:00 to 07:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	147.6	158.4	157.6	158.5	152.2	59.7	26.1
2020	07:00 to 08:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	190.0	203.3	202.9	205.0	198.0	75.4	32.6
2020	08:00 to 09:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	204.5	215.4	215.1	216.2	209.9	81.7	38.0
2020	09:00 to 10:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	207.9	219.7	218.9	219.2	212.1	83.5	43.5
2020	10:00 to 11:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	206.9	218.4	216.7	217.7	211.6	83.3	48.4
2020	11:00 to 12:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	208.6	219.7	217.9	219.4	212.9	80.5	51.8
2020	12:00 to 13:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	204.9	215.1	213.6	215.1	207.2	76.1	52.2
2020	13:00 to 14:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	204.6	215.9	214.4	215.7	204.8	70.9	51.6
2020	14:00 to 15:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	206.0	217.7	216.6	217.5	200.4	65.8	51.0
2020	15:00 to 16:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	196.6	206.5	204.7	205.2	182.4	60.7	49.9
2020	16:00 to 17:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	169.0	175.6	173.5	173.8	149.6	55.3	48.2
2020	17:00 to 18:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	125.1	129.8	129.4	129.3	112.2	48.6	45.4
2020	18:00 to 19:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	93.0	97.2	97.6	98.0	85.0	41.2	41.9
2020	19:00 to 20:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	70.5	73.9	74.7	75.0	66.6	33.1	37.3
2020	20:00 to 21:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	55.3	57.6	58.2	58.5	52.6	26.5	32.0
2020	21:00 to 22:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	45.0	46.6	47.2	47.4	42.8	21.8	26.6
2020	22:00 to 23:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	38.0	39.5	40.0	39.8	35.7	18.8	22.4
2020	23:00 to 00:00	Heavy Goods Vehicles	[note 1] [note 2] [note 4]	Index number	33.8	35.0	35.5	35.4	30.9	16.5	20.5
2021	00:00 to 01:00	Cars and Taxis	[note 1] [note 2]	Index number	10.8	9.3	9.8	10.6	11.7	18.4	21.3
2021	01:00 to 02:00	Cars and Taxis	[note 1] [note 2]	Index number	6.0	5.3	5.5	5.8	6.6	10.6	12.6
2021	02:00 to 03:00	Cars and Taxis	[note 1] [note 2]	Index number	4.5	4.0	4.1	4.4	4.9	7.4	8.3
2021	03:00 to 04:00	Cars and Taxis	[note 1] [note 2]	Index number	5.2	4.6	4.7	4.8	5.3	6.3	6.4
2021	04:00 to 05:00	Cars and Taxis	[note 1] [note 2]	Index number	10.4	9.2	9.2	9.2	9.3	7.9	6.7
2021	05:00 to 06:00	Cars and Taxis	[note 1] [note 2]	Index number	34.4	33.5	33.4	33.0	31.2	18.1	12.9
2021	06:00 to 07:00	Cars and Taxis	[note 1] [note 2]	Index number	80.3	83.2	82.7	81.4	74.2	34.1	23.2
2021	07:00 to 08:00	Cars and Taxis	[note 1] [note 2]	Index number	151.3	159.8	159.7	157.7	142.5	59.6	37.1
2021	08:00 to 09:00	Cars and Taxis	[note 1] [note 2]	Index number	172.0	182.2	183.3	182.6	168.3	97.2	55.8
2021	09:00 to 10:00	Cars and Taxis	[note 1] [note 2]	Index number	136.8	139.7	141.3	143.1	143.4	138.6	99.2
2021	10:00 to 11:00	Cars and Taxis	[note 1] [note 2]	Index number	141.6	136.2	138.1	141.7	153.8	175.4	147.2
2021	11:00 to 12:00	Cars and Taxis	[note 1] [note 2]	Index number	151.9	142.8	145.0	149.6	168.0	196.2	175.9
2021	12:00 to 13:00	Cars and Taxis	[note 1] [note 2]	Index number	157.6	149.5	152.2	157.0	181.0	202.6	188.3
2021	13:00 to 14:00	Cars and Taxis	[note 1] [note 2]	Index number	158.6	151.1	154.3	159.2	185.3	195.4	183.6
2021	14:00 to 15:00	Cars and Taxis	[note 1] [note 2]	Index number	167.6	163.3	167.5	171.5	197.0	184.7	175.5
2021	15:00 to 16:00	Cars and Taxis	[note 1] [note 2]	Index number	184.6	185.4	189.2	193.3	215.6	173.7	168.4
2021	16:00 to 17:00	Cars and Taxis	[note 1] [note 2]	Index number	201.6	207.3	210.2	212.9	220.6	168.1	161.1
2021	17:00 to 18:00	Cars and Taxis	[note 1] [note 2]	Index number	202.7	211.6	215.9	218.0	213.5	158.3	141.5
2021	18:00 to 19:00	Cars and Taxis	[note 1] [note 2]	Index number	146.6	154.5	160.2	165.2	172.7	133.0	121.1
2021	19:00 to 20:00	Cars and Taxis	[note 1] [note 2]	Index number	100.7	105.8	110.4	116.8	126.2	102.4	99.1
2021	20:00 to 21:00	Cars and Taxis	[note 1] [note 2]	Index number	71.2	73.9	77.4	83.0	88.1	75.0	74.7
2021	21:00 to 22:00	Cars and Taxis	[note 1] [note 2]	Index number	50.2	52.9	55.2	59.2	62.6	56.8	51.9
2021	22:00 to 23:00	Cars and Taxis	[note 1] [note 2]	Index number	33.2	36.9	38.8	41.1	47.0	45.9	33.9
2021	23:00 to 00:00	Cars and Taxis	[note 1] [note 2]	Index number	17.6	19.1	20.9	22.5	30.5	33.0	20.5
2021	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	10.0	9.3	9.9	10.7	12.2	17.0	20.1
2021	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	6.7	6.3	6.7	7.1	8.1	11.1	13.1
2021	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	5.8	5.6	5.9	6.3	6.8	8.3	9.2
2021	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	7.6	6.9	7.0	7.3	7.7	7.6	7.7
2021	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	15.9	13.2	12.8	13.0	12.6	9.2	7.9
2021	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 2] [note 3]	Index number	45.3	40.4	39.6	39.0	35.8	18.0	11.7
